orderAmount,orderState,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,paymentMethodIssuer,transactionAmount,transactionFailed,fraudulent,emailDomain,emailProvider,customerIPAddressSimplified,sameCity
"(47.0, 353.0]",fulfilled,False,card,Diners Club / Carte Blanche,weird,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Voyager,Bulwark Trust Corp.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,True,other,Mastercard,weird,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,other,American Express,Rose Bancshares,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",pending,False,card,Diners Club / Carte Blanche,Bulwark Trust Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,Diners Club / Carte Blanche,Fountain Financial Inc.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,True,card,VISA,Fountain Financial Inc.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,Discover,Her Majesty Trust,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,True,card,JCB,Citizens First Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,JCB,Bastion Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,True,card,Voyager,His Majesty Bank Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,American Express,Bulwark Trust Corp.,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,True,card,VISA,Rose Bancshares,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,JCB,Fountain Financial Inc.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,other,JCB,weird,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,VISA,weird,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",pending,False,card,VISA,Bulwark Trust Corp.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,JCB,Grand Credit Corporation,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Voyager,Grand Credit Corporation,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,VISA,Citizens First Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Mastercard,Grand Credit Corporation,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",pending,False,card,VISA,Her Majesty Trust,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,JCB,Rose Bancshares,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",pending,False,other,Voyager,Grand Credit Corporation,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,card,JCB,Fountain Financial Inc.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,other,JCB,Fountain Financial Inc.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,VISA,His Majesty Bank Corp.,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Diners Club / Carte Blanche,Bulwark Trust Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,other,JCB,Vertex Bancorp,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,Voyager,Vertex Bancorp,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",failed,False,card,Discover,Grand Credit Corporation,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,Maestro,His Majesty Bank Corp.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,other,Maestro,Fountain Financial Inc.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,American Express,weird,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",failed,False,card,JCB,weird,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,VISA,weird,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,VISA,Grand Credit Corporation,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",failed,False,card,JCB,Grand Credit Corporation,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,VISA,Solace Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Diners Club / Carte Blanche,Fountain Financial Inc.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,JCB,His Majesty Bank Corp.,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,True,other,VISA,Fountain Financial Inc.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,VISA,His Majesty Bank Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,Voyager,Solace Banks,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,JCB,Rose Bancshares,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,Diners Club / Carte Blanche,Solace Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,other,Discover,Bulwark Trust Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,Maestro,Citizens First Banks,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,JCB,Fountain Financial Inc.,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,VISA,Citizens First Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,JCB,Her Majesty Trust,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,American Express,Bastion Banks,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,JCB,Her Majesty Trust,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,Voyager,His Majesty Bank Corp.,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,JCB,Rose Bancshares,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,other,Mastercard,Solace Banks,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",pending,False,other,Diners Club / Carte Blanche,Her Majesty Trust,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,other,VISA,weird,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,other,Mastercard,Her Majesty Trust,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,JCB,Bulwark Trust Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Discover,Rose Bancshares,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,other,Voyager,Fountain Financial Inc.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,VISA,Solace Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,other,Voyager,His Majesty Bank Corp.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,other,JCB,Her Majesty Trust,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,True,other,Voyager,Vertex Bancorp,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Mastercard,Solace Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Diners Club / Carte Blanche,Citizens First Banks,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,JCB,Bulwark Trust Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,True,card,JCB,Fountain Financial Inc.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,VISA,Bulwark Trust Corp.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Mastercard,Bulwark Trust Corp.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,Discover,Solace Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,Maestro,weird,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,Diners Club / Carte Blanche,Fountain Financial Inc.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,Voyager,Bastion Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,VISA,Bastion Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,Maestro,Her Majesty Trust,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",pending,False,other,Voyager,Fountain Financial Inc.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,Voyager,Solace Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,JCB,Solace Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,other,Maestro,Bulwark Trust Corp.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,Maestro,Vertex Bancorp,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,Diners Club / Carte Blanche,His Majesty Bank Corp.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",pending,False,card,Diners Club / Carte Blanche,Grand Credit Corporation,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,JCB,Fountain Financial Inc.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Diners Club / Carte Blanche,Rose Bancshares,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,True,card,VISA,His Majesty Bank Corp.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",pending,False,card,Diners Club / Carte Blanche,Vertex Bancorp,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,Maestro,Grand Credit Corporation,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,other,Diners Club / Carte Blanche,His Majesty Bank Corp.,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,VISA,Rose Bancshares,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,VISA,Her Majesty Trust,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,True,card,Discover,Her Majesty Trust,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,other,VISA,His Majesty Bank Corp.,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,card,Diners Club / Carte Blanche,Bastion Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,American Express,Citizens First Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,VISA,Bastion Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,American Express,Her Majesty Trust,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,Mastercard,Bastion Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",failed,False,card,Maestro,Rose Bancshares,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,other,Diners Club / Carte Blanche,Citizens First Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,other,American Express,Citizens First Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,VISA,weird,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,True,card,Maestro,weird,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,True,card,VISA,Solace Banks,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,other,JCB,Vertex Bancorp,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,Maestro,Vertex Bancorp,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",pending,False,other,JCB,His Majesty Bank Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,other,Maestro,Grand Credit Corporation,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,Discover,Grand Credit Corporation,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,VISA,Bulwark Trust Corp.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Mastercard,Rose Bancshares,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,True,card,Diners Club / Carte Blanche,Bulwark Trust Corp.,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,VISA,weird,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,JCB,Bastion Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,other,VISA,Her Majesty Trust,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,JCB,Grand Credit Corporation,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,other,VISA,Her Majesty Trust,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",failed,False,other,American Express,Her Majesty Trust,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,False,card,JCB,His Majesty Bank Corp.,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,Voyager,weird,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,Discover,weird,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,False,card,Voyager,weird,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,card,JCB,Vertex Bancorp,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",failed,False,card,JCB,Fountain Financial Inc.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,card,Diners Club / Carte Blanche,Bastion Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,Maestro,Citizens First Banks,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,other,JCB,Solace Banks,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,False,other,VISA,Vertex Bancorp,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,Voyager,Citizens First Banks,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,card,American Express,Bulwark Trust Corp.,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,False,card,JCB,His Majesty Bank Corp.,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,False,other,JCB,Bastion Banks,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,False,card,VISA,Vertex Bancorp,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,True,other,VISA,Citizens First Banks,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",pending,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",failed,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",pending,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",failed,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",failed,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",failed,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",failed,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(25.0, 41.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",failed,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",pending,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",pending,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",pending,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",failed,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",failed,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(41.0, 75.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(41.0, 75.0]",True,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(39.0, 47.0]",fulfilled,,,,,"(9.999, 25.0]",True,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(47.0, 353.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
"(9.999, 18.2]",fulfilled,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(18.2, 30.4]",pending,,,,,"(25.0, 41.0]",False,2,weird,weird,only_numbers,unknown
"(30.4, 39.0]",fulfilled,,,,,"(9.999, 25.0]",False,2,weird,weird,only_numbers,unknown
